Crash ID,State,Date,Day,Month,Year,Dayweek,Time,Hour,Min,Crash Type,Number of Fatalities,"Bus Involvement","Rigid Truck Involvement","Articulated Truck Involvement ",Speed Limit
1200912300408,NSW,30-Dec-2009,30,12,2009,Wednesday,20:00,20,00,Single vehicle ,1,No,No,No,50
2200912300267,VIC,30-Dec-2009,30,12,2009,Wednesday,07:50,07,50,Pedestrian,1,No,Yes,No,80
3200912300296,QLD,30-Dec-2009,30,12,2009,Wednesday,06:00,06,00,Single vehicle ,1,No,No,No,100
1200912310409,NSW,31-Dec-2009,31,12,2009,Thursday,18:50,18,50,Multiple vehicle,1,No,No,No,80
2200912310268,VIC,31-Dec-2009,31,12,2009,Thursday,02:25,02,25,Single vehicle ,1,No,No,No,70
5200912310176,WA,31-Dec-2009,31,12,2009,Thursday,23:30,23,30,Single vehicle ,1,No,No,No,110
1201001010001,NSW,01-Jan-2010,1,1,2010,Friday,14:55,14,55,Single vehicle ,1,No,No,No,100
1201001010002,NSW,01-Jan-2010,1,1,2010,Friday,14:11,14,11,Single vehicle ,1,No,No,No,80
5201001010001,WA,01-Jan-2010,1,1,2010,Friday,03:35,03,35,Single vehicle ,1,No,No,No,50
2201001020001,VIC,02-Jan-2010,2,1,2010,Saturday,21:30,21,30,Single vehicle ,1,No,No,No,100
3201001020001,QLD,02-Jan-2010,2,1,2010,Saturday,10:00,10,00,Single vehicle ,1,No,No,No,100
4201001020001,SA,02-Jan-2010,2,1,2010,Saturday,00:01,00,01,Single vehicle ,1,No,No,No,110
3201001030002,QLD,03-Jan-2010,3,1,2010,Sunday,11:00,11,00,Multiple vehicle,1,No,No,No,110
1201001040003,NSW,04-Jan-2010,4,1,2010,Monday,07:45,07,45,Single vehicle ,2,No,No,No,80
1201001040004,NSW,04-Jan-2010,4,1,2010,Monday,16:00,16,00,Single vehicle ,1,No,No,No,80
2201001040002,VIC,04-Jan-2010,4,1,2010,Monday,10:40,10,40,Pedestrian,1,No,No,No,60
2201001040003,VIC,04-Jan-2010,4,1,2010,Monday,12:10,12,10,Multiple vehicle,1,No,No,No,100
4201001040002,SA,04-Jan-2010,4,1,2010,Monday,21:30,21,30,Multiple vehicle,1,No,No,Yes,110
5201001040002,WA,04-Jan-2010,4,1,2010,Monday,16:15,16,15,Single vehicle ,1,No,No,No,110
1201001050005,NSW,05-Jan-2010,5,1,2010,Tuesday,19:20,19,20,Multiple vehicle,1,No,No,Yes,100
1201001050006,NSW,05-Jan-2010,5,1,2010,Tuesday,09:15,09,15,Multiple vehicle,3,No,No,Yes,100
1201001050007,NSW,05-Jan-2010,5,1,2010,Tuesday,17:30,17,30,Multiple vehicle,1,No,No,No,60
3201001050003,QLD,05-Jan-2010,5,1,2010,Tuesday,15:00,15,00,Pedestrian,1,No,No,No,50
1201001060008,NSW,06-Jan-2010,6,1,2010,Wednesday,06:00,06,00,Multiple vehicle,1,No,No,No,80
6201001060001,TAS,06-Jan-2010,6,1,2010,Wednesday,05:31,05,31,Single vehicle ,1,No,No,No,100
1201001070009,NSW,07-Jan-2010,7,1,2010,Thursday,16:45,16,45,Multiple vehicle,1,No,No,Yes,100
2201001070004,VIC,07-Jan-2010,7,1,2010,Thursday,15:25,15,25,Multiple vehicle,2,No,No,No,60
7201001070001,NT,07-Jan-2010,7,1,2010,Thursday,02:01,02,01,Single vehicle ,1,No,No,No,130
2201001080005,VIC,08-Jan-2010,8,1,2010,Friday,23:55,23,55,Multiple vehicle,1,No,No,No,100
1201001090010,NSW,09-Jan-2010,9,1,2010,Saturday,01:42,01,42,Single vehicle ,1,No,No,No,80
2201001090006,VIC,09-Jan-2010,9,1,2010,Saturday,14:55,14,55,Single vehicle ,1,No,No,No,100
4201001090003,SA,09-Jan-2010,9,1,2010,Saturday,21:15,21,15,Multiple vehicle,1,No,No,No,60
6201001090002,TAS,09-Jan-2010,9,1,2010,Saturday,16:30,16,30,Multiple vehicle,2,No,Yes,No,80
1201001100011,NSW,10-Jan-2010,10,1,2010,Sunday,21:13,21,13,Multiple vehicle,2,No,No,No,100
1201001100012,NSW,10-Jan-2010,10,1,2010,Sunday,22:20,22,20,Single vehicle ,2,No,No,No,80
2201001100007,VIC,10-Jan-2010,10,1,2010,Sunday,06:20,06,20,Single vehicle ,1,No,N/A,No,100
3201001100004,QLD,10-Jan-2010,10,1,2010,Sunday,16:00,16,00,Single vehicle ,1,No,No,No,100
5201001100003,WA,10-Jan-2010,10,1,2010,Sunday,11:10,11,10,Multiple vehicle,1,No,No,No,60
3201001120005,QLD,12-Jan-2010,12,1,2010,Tuesday,16:00,16,00,Multiple vehicle,1,No,No,No,60
4201001120004,SA,12-Jan-2010,12,1,2010,Tuesday,05:00,05,00,Single vehicle ,1,No,No,No,80
4201001120005,SA,12-Jan-2010,12,1,2010,Tuesday,13:20,13,20,Multiple vehicle,4,No,No,No,100
5201001120004,WA,12-Jan-2010,12,1,2010,Tuesday,02:55,02,55,Single vehicle ,1,No,No,No,70
5201001120005,WA,12-Jan-2010,12,1,2010,Tuesday,15:17,15,17,Multiple vehicle,2,No,No,No,110
3201001130006,QLD,13-Jan-2010,13,1,2010,Wednesday,01:00,01,00,Single vehicle ,1,No,No,No,60
5201001130006,WA,13-Jan-2010,13,1,2010,Wednesday,22:11,22,11,Single vehicle ,1,No,No,No,110
1201001140013,NSW,14-Jan-2010,14,1,2010,Thursday,02:25,02,25,Single vehicle ,1,No,No,No,100
3201001140007,QLD,14-Jan-2010,14,1,2010,Thursday,06:00,06,00,Multiple vehicle,2,No,No,No,100
1201001150014,NSW,15-Jan-2010,15,1,2010,Friday,00:50,00,50,Multiple vehicle,2,No,No,Yes,100
1201001150015,NSW,15-Jan-2010,15,1,2010,Friday,14:40,14,40,Single vehicle ,1,No,No,No,80
1201001160016,NSW,16-Jan-2010,16,1,2010,Saturday,15:40,15,40,Multiple vehicle,2,No,No,No,100
4201001160006,SA,16-Jan-2010,16,1,2010,Saturday,11:05,11,05,Multiple vehicle,2,No,No,No,80
1201001170017,NSW,17-Jan-2010,17,1,2010,Sunday,22:25,22,25,Pedestrian,1,No,No,No,60
2201001170008,VIC,17-Jan-2010,17,1,2010,Sunday,01:50,01,50,Single vehicle ,5,No,No,No,80
1201001180018,NSW,18-Jan-2010,18,1,2010,Monday,11:50,11,50,Multiple vehicle,1,No,Yes,No,50
1201001180019,NSW,18-Jan-2010,18,1,2010,Monday,14:18,14,18,Multiple vehicle,1,Yes,No,No,60
2201001180009,VIC,18-Jan-2010,18,1,2010,Monday,08:50,08,50,Single vehicle ,1,No,No,No,100
1201001190020,NSW,19-Jan-2010,19,1,2010,Tuesday,14:45,14,45,Multiple vehicle,1,No,No,No,100
1201001200021,NSW,20-Jan-2010,20,1,2010,Wednesday,19:15,19,15,Single vehicle ,1,No,No,No,80
1201001210022,NSW,21-Jan-2010,21,1,2010,Thursday,16:20,16,20,Single vehicle ,1,No,No,No,100
2201001210010,VIC,21-Jan-2010,21,1,2010,Thursday,16:05,16,05,Multiple vehicle,1,No,No,Yes,100
3201001210008,QLD,21-Jan-2010,21,1,2010,Thursday,08:00,08,00,Multiple vehicle,1,No,No,Yes,80
4201001210007,SA,21-Jan-2010,21,1,2010,Thursday,09:40,09,40,Multiple vehicle,1,No,No,No,60
7201001210002,NT,21-Jan-2010,21,1,2010,Thursday,19:20,19,20,Single vehicle ,1,No,No,No,70
1201001220023,NSW,22-Jan-2010,22,1,2010,Friday,10:15,10,15,Pedestrian,1,No,No,Yes,60
1201001220024,NSW,22-Jan-2010,22,1,2010,Friday,23:50,23,50,Pedestrian,1,No,No,Yes,50
2201001220011,VIC,22-Jan-2010,22,1,2010,Friday,08:20,08,20,Multiple vehicle,2,No,Yes,No,100
3201001220009,QLD,22-Jan-2010,22,1,2010,Friday,20:00,20,00,Single vehicle ,1,No,No,No,100
4201001220008,SA,22-Jan-2010,22,1,2010,Friday,17:45,17,45,Single vehicle ,1,No,No,No,100
5201001220007,WA,22-Jan-2010,22,1,2010,Friday,17:45,17,45,Single vehicle ,1,No,No,No,110
7201001220003,NT,22-Jan-2010,22,1,2010,Friday,09:00,09,00,Single vehicle ,1,No,No,No,130
1201001230025,NSW,23-Jan-2010,23,1,2010,Saturday,04:55,04,55,Multiple vehicle,1,No,No,No,100
3201001230010,QLD,23-Jan-2010,23,1,2010,Saturday,01:00,01,00,Pedestrian,1,No,No,No,10
3201001230011,QLD,23-Jan-2010,23,1,2010,Saturday,17:00,17,00,Single vehicle ,1,No,No,No,100
3201001230012,QLD,23-Jan-2010,23,1,2010,Saturday,22:00,22,00,Single vehicle ,1,No,No,No,100
4201001230009,SA,23-Jan-2010,23,1,2010,Saturday,15:00,15,00,Single vehicle ,2,No,No,No,110
5201001230008,WA,23-Jan-2010,23,1,2010,Saturday,09:45,09,45,Single vehicle ,1,No,No,No,60
5201001230009,WA,23-Jan-2010,23,1,2010,Saturday,02:05,02,05,Pedestrian,1,No,No,No,60
1201001250026,NSW,25-Jan-2010,25,1,2010,Monday,13:20,13,20,Multiple vehicle,1,No,No,Yes,100
4201001250010,SA,25-Jan-2010,25,1,2010,Monday,20:00,20,00,Multiple vehicle,1,No,No,No,60
1201001260027,NSW,26-Jan-2010,26,1,2010,Tuesday,12:40,12,40,Single vehicle ,1,No,No,No,110
2201001260012,VIC,26-Jan-2010,26,1,2010,Tuesday,18:55,18,55,Multiple vehicle,1,No,No,No,50
2201001260013,VIC,26-Jan-2010,26,1,2010,Tuesday,19:15,19,15,Pedestrian,1,No,No,No,60
4201001260011,SA,26-Jan-2010,26,1,2010,Tuesday,18:25,18,25,Single vehicle ,1,No,No,No,100
4201001260012,SA,26-Jan-2010,26,1,2010,Tuesday,16:30,16,30,Multiple vehicle,1,No,No,No,60
4201001260013,SA,26-Jan-2010,26,1,2010,Tuesday,20:50,20,50,Single vehicle ,3,No,No,No,100
1201001270028,NSW,27-Jan-2010,27,1,2010,Wednesday,21:40,21,40,Pedestrian,1,No,No,No,100
1201001270029,NSW,27-Jan-2010,27,1,2010,Wednesday,05:15,05,15,Single vehicle ,1,No,No,No,80
1201001280030,NSW,28-Jan-2010,28,1,2010,Thursday,15:40,15,40,Pedestrian,1,No,No,No,60
1201001280031,NSW,28-Jan-2010,28,1,2010,Thursday,17:45,17,45,Multiple vehicle,1,No,Yes,No,100
2201001280014,VIC,28-Jan-2010,28,1,2010,Thursday,10:25,10,25,Single vehicle ,2,No,No,No,100
6201001280003,TAS,28-Jan-2010,28,1,2010,Thursday,13:35,13,35,Pedestrian,1,No,No,No,80
1201001290032,NSW,29-Jan-2010,29,1,2010,Friday,17:00,17,00,Multiple vehicle,1,No,No,No,100
1201001290033,NSW,29-Jan-2010,29,1,2010,Friday,14:15,14,15,Pedestrian,1,No,No,No,50
1201001290034,NSW,29-Jan-2010,29,1,2010,Friday,17:55,17,55,Single vehicle ,1,No,No,No,100
1201001290035,NSW,29-Jan-2010,29,1,2010,Friday,23:30,23,30,Single vehicle ,1,No,No,No,60
7201001290004,NT,29-Jan-2010,29,1,2010,Friday,12:30,12,30,Single vehicle ,1,No,No,No,130
8201001290001,ACT,29-Jan-2010,29,1,2010,Friday,08:05,08,05,Multiple vehicle,1,No,No,No,60
2201001300015,VIC,30-Jan-2010,30,1,2010,Saturday,01:50,01,50,Pedestrian,1,No,No,No,70
2201001300016,VIC,30-Jan-2010,30,1,2010,Saturday,14:20,14,20,Single vehicle ,1,No,No,No,100
3201001300013,QLD,30-Jan-2010,30,1,2010,Saturday,10:00,10,00,Multiple vehicle,1,No,No,No,80
4201001300014,SA,30-Jan-2010,30,1,2010,Saturday,04:00,04,00,Single vehicle ,1,No,No,Yes,110
5201001300010,WA,30-Jan-2010,30,1,2010,Saturday,17:15,17,15,Single vehicle ,1,No,No,No,110
7201001300005,NT,30-Jan-2010,30,1,2010,Saturday,16:00,16,00,Single vehicle ,1,No,No,No,80
1201001310036,NSW,31-Jan-2010,31,1,2010,Sunday,03:40,03,40,Single vehicle ,1,No,No,No,100
2201001310017,VIC,31-Jan-2010,31,1,2010,Sunday,19:00,19,00,Single vehicle ,1,No,No,No,80
2201001310018,VIC,31-Jan-2010,31,1,2010,Sunday,23:35,23,35,Multiple vehicle,1,No,No,No,60
2201001310019,VIC,31-Jan-2010,31,1,2010,Sunday,15:00,15,00,Single vehicle ,1,No,No,No,100
3201001310014,QLD,31-Jan-2010,31,1,2010,Sunday,14:00,14,00,Multiple vehicle,1,No,No,No,100
3201002010015,QLD,01-Feb-2010,1,2,2010,Monday,07:00,07,00,Multiple vehicle,1,No,No,No,100
3201002010016,QLD,01-Feb-2010,1,2,2010,Monday,17:00,17,00,Pedestrian,1,No,No,No,60
2201002030020,VIC,03-Feb-2010,3,2,2010,Wednesday,14:10,14,10,Multiple vehicle,1,No,No,No,80
2201002030021,VIC,03-Feb-2010,3,2,2010,Wednesday,22:45,22,45,Single vehicle ,1,No,No,No,80
1201002040037,NSW,04-Feb-2010,4,2,2010,Thursday,19:00,19,00,Multiple vehicle,1,No,No,No,100
1201002040038,NSW,04-Feb-2010,4,2,2010,Thursday,13:00,13,00,Multiple vehicle,1,No,No,No,100
2201002040022,VIC,04-Feb-2010,4,2,2010,Thursday,15:30,15,30,Multiple vehicle,1,No,No,Yes,110
2201002040023,VIC,04-Feb-2010,4,2,2010,Thursday,16:33,16,33,Multiple vehicle,1,No,No,No,50
2201002040024,VIC,04-Feb-2010,4,2,2010,Thursday,20:10,20,10,Pedestrian,1,No,No,No,80
3201002040017,QLD,04-Feb-2010,4,2,2010,Thursday,16:00,16,00,Multiple vehicle,1,No,No,No,80
3201002040018,QLD,04-Feb-2010,4,2,2010,Thursday,17:00,17,00,Multiple vehicle,1,No,No,No,60
3201002040019,QLD,04-Feb-2010,4,2,2010,Thursday,08:00,08,00,Single vehicle ,1,No,No,No,100
1201002050039,NSW,05-Feb-2010,5,2,2010,Friday,06:50,06,50,Multiple vehicle,1,No,No,No,90
1201002050040,NSW,05-Feb-2010,5,2,2010,Friday,11:25,11,25,Multiple vehicle,2,No,No,No,100
2201002050025,VIC,05-Feb-2010,5,2,2010,Friday,14:45,14,45,Single vehicle ,1,No,No,No,100
3201002050020,QLD,05-Feb-2010,5,2,2010,Friday,13:00,13,00,Single vehicle ,2,No,No,No,100
4201002050015,SA,05-Feb-2010,5,2,2010,Friday,09:15,09,15,Pedestrian,1,No,No,No,60
6201002050004,TAS,05-Feb-2010,5,2,2010,Friday,01:35,01,35,Single vehicle ,1,No,No,No,100
1201002060041,NSW,06-Feb-2010,6,2,2010,Saturday,17:40,17,40,Single vehicle ,1,No,No,No,70
3201002060021,QLD,06-Feb-2010,6,2,2010,Saturday,20:00,20,00,Single vehicle ,1,No,No,No,100
4201002060016,SA,06-Feb-2010,6,2,2010,Saturday,05:20,05,20,Single vehicle ,1,No,No,No,60
1201002070042,NSW,07-Feb-2010,7,2,2010,Sunday,03:16,03,16,Single vehicle ,3,No,No,No,80
1201002070043,NSW,07-Feb-2010,7,2,2010,Sunday,05:00,05,00,Single vehicle ,1,No,No,No,100
1201002070044,NSW,07-Feb-2010,7,2,2010,Sunday,08:20,08,20,Pedestrian,1,No,No,No,50
2201002070026,VIC,07-Feb-2010,7,2,2010,Sunday,06:45,06,45,Single vehicle ,1,No,No,No,100
3201002070022,QLD,07-Feb-2010,7,2,2010,Sunday,00:00,00,00,Single vehicle ,1,No,No,No,50
4201002070017,SA,07-Feb-2010,7,2,2010,Sunday,22:10,22,10,Single vehicle ,1,No,No,No,110
5201002070011,WA,07-Feb-2010,7,2,2010,Sunday,18:56,18,56,Single vehicle ,1,No,No,No,90
1201002080045,NSW,08-Feb-2010,8,2,2010,Monday,00:40,00,40,Single vehicle ,1,No,No,No,50
1201002080046,NSW,08-Feb-2010,8,2,2010,Monday,19:35,19,35,Single vehicle ,1,No,No,No,100
1201002090047,NSW,09-Feb-2010,9,2,2010,Tuesday,15:15,15,15,Single vehicle ,1,No,No,No,50
2201002090027,VIC,09-Feb-2010,9,2,2010,Tuesday,15:26,15,26,Multiple vehicle,1,No,No,No,100
2201002100028,VIC,10-Feb-2010,10,2,2010,Wednesday,13:55,13,55,Multiple vehicle,1,No,No,No,100
4201002100018,SA,10-Feb-2010,10,2,2010,Wednesday,21:15,21,15,Single vehicle ,1,No,No,No,110
8201002100002,ACT,10-Feb-2010,10,2,2010,Wednesday,20:50,20,50,Multiple vehicle,1,No,No,No,60
1201002110048,NSW,11-Feb-2010,11,2,2010,Thursday,12:00,12,00,Single vehicle ,1,No,No,No,80
1201002110049,NSW,11-Feb-2010,11,2,2010,Thursday,04:40,04,40,Multiple vehicle,1,No,No,Yes,100
6201002110005,TAS,11-Feb-2010,11,2,2010,Thursday,21:33,21,33,Pedestrian,1,No,No,No,70
1201002120050,NSW,12-Feb-2010,12,2,2010,Friday,06:20,06,20,Multiple vehicle,1,No,No,No,60
1201002120051,NSW,12-Feb-2010,12,2,2010,Friday,21:45,21,45,Single vehicle ,1,No,No,Yes,100
1201002120052,NSW,12-Feb-2010,12,2,2010,Friday,23:00,23,00,Pedestrian,1,No,No,No,70
2201002120029,VIC,12-Feb-2010,12,2,2010,Friday,14:15,14,15,Multiple vehicle,1,No,No,No,100
1201002130053,NSW,13-Feb-2010,13,2,2010,Saturday,12:45,12,45,Single vehicle ,1,No,No,No,100
2201002130030,VIC,13-Feb-2010,13,2,2010,Saturday,16:18,16,18,Single vehicle ,1,No,No,No,60
3201002130023,QLD,13-Feb-2010,13,2,2010,Saturday,13:00,13,00,Multiple vehicle,1,No,No,No,100
3201002130024,QLD,13-Feb-2010,13,2,2010,Saturday,14:00,14,00,Multiple vehicle,1,No,No,No,100
3201002140025,QLD,14-Feb-2010,14,2,2010,Sunday,09:00,09,00,Multiple vehicle,1,No,No,No,100
1201002150054,NSW,15-Feb-2010,15,2,2010,Monday,08:50,08,50,Pedestrian,1,Yes,No,No,80
3201002150026,QLD,15-Feb-2010,15,2,2010,Monday,16:00,16,00,Multiple vehicle,1,No,Yes,No,60
2201002160031,VIC,16-Feb-2010,16,2,2010,Tuesday,06:30,06,30,Pedestrian,1,No,No,No,70
4201002160019,SA,16-Feb-2010,16,2,2010,Tuesday,08:00,08,00,Multiple vehicle,1,No,No,Yes,110
2201002170032,VIC,17-Feb-2010,17,2,2010,Wednesday,11:00,11,00,Multiple vehicle,1,No,No,Yes,100
3201002170027,QLD,17-Feb-2010,17,2,2010,Wednesday,08:00,08,00,Pedestrian,1,No,No,No,70
3201002170028,QLD,17-Feb-2010,17,2,2010,Wednesday,15:00,15,00,Multiple vehicle,2,No,No,No,100
2201002180033,VIC,18-Feb-2010,18,2,2010,Thursday,08:30,08,30,Multiple vehicle,1,No,No,No,100
2201002180034,VIC,18-Feb-2010,18,2,2010,Thursday,15:11,15,11,Single vehicle ,1,No,No,Yes,100
2201002180035,VIC,18-Feb-2010,18,2,2010,Thursday,15:48,15,48,Multiple vehicle,2,No,No,No,100
1201002190055,NSW,19-Feb-2010,19,2,2010,Friday,04:55,04,55,Multiple vehicle,1,No,Yes,No,50
2201002190036,VIC,19-Feb-2010,19,2,2010,Friday,22:49,22,49,Pedestrian,1,No,No,No,60
4201002190020,SA,19-Feb-2010,19,2,2010,Friday,10:30,10,30,Multiple vehicle,1,No,No,No,100
5201002190012,WA,19-Feb-2010,19,2,2010,Friday,21:30,21,30,Pedestrian,1,No,No,No,50
1201002200056,NSW,20-Feb-2010,20,2,2010,Saturday,12:30,12,30,Multiple vehicle,1,No,No,No,80
2201002200037,VIC,20-Feb-2010,20,2,2010,Saturday,23:15,23,15,Single vehicle ,1,No,No,No,60
3201002200029,QLD,20-Feb-2010,20,2,2010,Saturday,01:00,01,00,Single vehicle ,1,No,No,No,100
1201002210057,NSW,21-Feb-2010,21,2,2010,Sunday,11:30,11,30,Multiple vehicle,1,No,No,No,60
2201002210038,VIC,21-Feb-2010,21,2,2010,Sunday,05:35,05,35,Single vehicle ,1,No,No,No,100
2201002210039,VIC,21-Feb-2010,21,2,2010,Sunday,04:00,04,00,Single vehicle ,1,No,No,No,100
3201002210030,QLD,21-Feb-2010,21,2,2010,Sunday,02:00,02,00,Pedestrian,1,No,No,No,70
5201002210013,WA,21-Feb-2010,21,2,2010,Sunday,16:00,16,00,Multiple vehicle,1,No,No,No,60
1201002220058,NSW,22-Feb-2010,22,2,2010,Monday,17:00,17,00,Single vehicle ,1,No,No,No,100
5201002230014,WA,23-Feb-2010,23,2,2010,Tuesday,19:26,19,26,Multiple vehicle,1,No,No,No,70
8201002230003,ACT,23-Feb-2010,10,2,2010,Wednesday,16:00,16,00,Multiple vehicle,1,No,Yes,No,80
1201002240059,NSW,24-Feb-2010,24,2,2010,Wednesday,08:25,08,25,Multiple vehicle,1,No,Yes,No,60
1201002240060,NSW,24-Feb-2010,24,2,2010,Wednesday,13:15,13,15,Single vehicle ,1,No,No,Yes,80
3201002240031,QLD,24-Feb-2010,24,2,2010,Wednesday,08:00,08,00,Multiple vehicle,1,No,No,No,70
2201002250040,VIC,25-Feb-2010,25,2,2010,Thursday,13:18,13,18,Multiple vehicle,1,No,Yes,No,80
4201002250021,SA,25-Feb-2010,25,2,2010,Thursday,20:10,20,10,Single vehicle ,1,No,No,No,100
1201002260061,NSW,26-Feb-2010,26,2,2010,Friday,14:20,14,20,Multiple vehicle,1,No,No,No,110
2201002260041,VIC,26-Feb-2010,26,2,2010,Friday,12:15,12,15,Single vehicle ,1,No,No,No,80
4201002260022,SA,26-Feb-2010,26,2,2010,Friday,06:35,06,35,Single vehicle ,1,No,No,No,60
7201002260006,NT,26-Feb-2010,26,2,2010,Friday,00:50,00,50,Single vehicle ,1,No,No,No,80
1201002270062,NSW,27-Feb-2010,27,2,2010,Saturday,01:55,01,55,Single vehicle ,1,No,No,No,60
1201002270063,NSW,27-Feb-2010,27,2,2010,Saturday,03:30,03,30,Pedestrian,1,No,No,Yes,80
1201002270064,NSW,27-Feb-2010,27,2,2010,Saturday,11:15,11,15,Multiple vehicle,1,No,No,No,100
1201002270065,NSW,27-Feb-2010,27,2,2010,Saturday,23:10,23,10,Pedestrian,1,No,No,No,100
1201002270066,NSW,27-Feb-2010,27,2,2010,Saturday,00:04,00,04,Pedestrian,1,No,No,No,50
3201002270032,QLD,27-Feb-2010,27,2,2010,Saturday,21:00,21,00,Single vehicle ,1,No,No,No,100
5201002270015,WA,27-Feb-2010,27,2,2010,Saturday,05:00,05,00,Single vehicle ,1,No,No,No,80
1201002280067,NSW,28-Feb-2010,28,2,2010,Sunday,14:30,14,30,Single vehicle ,1,No,No,No,100
2201002280042,VIC,28-Feb-2010,28,2,2010,Sunday,09:00,09,00,Multiple vehicle,1,No,No,No,80
2201002280043,VIC,28-Feb-2010,28,2,2010,Sunday,19:45,19,45,Single vehicle ,1,No,No,No,100
4201002280023,SA,28-Feb-2010,28,2,2010,Sunday,21:30,21,30,Single vehicle ,1,No,No,No,80
2201003010044,VIC,01-Mar-2010,1,3,2010,Monday,15:40,15,40,Multiple vehicle,1,No,Yes,No,60
3201003010033,QLD,01-Mar-2010,1,3,2010,Monday,10:00,10,00,Multiple vehicle,2,No,No,Yes,60
1201003020068,NSW,02-Mar-2010,2,3,2010,Tuesday,10:00,10,00,Multiple vehicle,1,No,No,No,100
2201003020045,VIC,02-Mar-2010,2,3,2010,Tuesday,14:15,14,15,Pedestrian,1,No,No,Yes,50
2201003030046,VIC,03-Mar-2010,3,3,2010,Wednesday,15:30,15,30,Multiple vehicle,1,No,Yes,No,100
3201003030034,QLD,03-Mar-2010,3,3,2010,Wednesday,11:00,11,00,Multiple vehicle,1,No,No,No,50
3201003030035,QLD,03-Mar-2010,3,3,2010,Wednesday,09:00,09,00,Single vehicle ,1,No,No,No,100
3201003030036,QLD,03-Mar-2010,3,3,2010,Wednesday,17:00,17,00,Multiple vehicle,1,No,No,Yes,100
1201003050069,NSW,05-Mar-2010,5,3,2010,Friday,11:30,11,30,Single vehicle ,1,No,No,No,100
1201003050070,NSW,05-Mar-2010,5,3,2010,Friday,14:40,14,40,Multiple vehicle,1,No,No,Yes,100
3201003050037,QLD,05-Mar-2010,5,3,2010,Friday,22:00,22,00,Multiple vehicle,1,No,No,No,110
4201003050024,SA,05-Mar-2010,5,3,2010,Friday,07:00,07,00,Multiple vehicle,1,No,Yes,No,100
4201003050025,SA,05-Mar-2010,5,3,2010,Friday,06:20,06,20,Multiple vehicle,1,No,No,No,100
6201003050006,TAS,05-Mar-2010,5,3,2010,Friday,12:20,12,20,Multiple vehicle,1,No,No,No,100
1201003060071,NSW,06-Mar-2010,6,3,2010,Saturday,21:00,21,00,Single vehicle ,1,No,No,No,50
2201003060047,VIC,06-Mar-2010,6,3,2010,Saturday,13:30,13,30,Pedestrian,1,No,No,No,50
4201003060026,SA,06-Mar-2010,6,3,2010,Saturday,22:03,22,03,Pedestrian,1,No,No,No,60
6201003060007,TAS,06-Mar-2010,6,3,2010,Saturday,11:10,11,10,Multiple vehicle,1,Yes,No,No,100
6201003060008,TAS,06-Mar-2010,6,3,2010,Saturday,10:18,10,18,Single vehicle ,1,No,No,No,40
1201003070072,NSW,07-Mar-2010,7,3,2010,Sunday,13:20,13,20,Multiple vehicle,1,No,No,Yes,100
1201003070073,NSW,07-Mar-2010,7,3,2010,Sunday,16:38,16,38,Single vehicle ,1,No,No,No,60
2201003080048,VIC,08-Mar-2010,8,3,2010,Monday,23:15,23,15,Pedestrian,1,No,No,Yes,100
5201003080016,WA,08-Mar-2010,8,3,2010,Monday,20:20,20,20,Multiple vehicle,1,No,Yes,No,110
5201003080017,WA,08-Mar-2010,8,3,2010,Monday,17:14,17,14,Pedestrian,1,No,No,No,60
1201003090074,NSW,09-Mar-2010,9,3,2010,Tuesday,16:55,16,55,Pedestrian,1,No,Yes,No,50
3201003090038,QLD,09-Mar-2010,9,3,2010,Tuesday,14:00,14,00,Single vehicle ,1,No,No,No,100
5201003090018,WA,09-Mar-2010,9,3,2010,Tuesday,14:58,14,58,Multiple vehicle,2,No,No,No,70
5201003100019,WA,10-Mar-2010,10,3,2010,Wednesday,23:45,23,45,Single vehicle ,1,No,No,No,60
5201003110020,WA,11-Mar-2010,11,3,2010,Thursday,09:40,09,40,Pedestrian,1,No,No,No,50
8201003110004,ACT,11-Mar-2010,11,3,2010,Thursday,04:19,04,19,Multiple vehicle,1,No,No,No,80
1201003120075,NSW,12-Mar-2010,12,3,2010,Friday,08:00,08,00,Multiple vehicle,2,No,No,No,100
1201003120076,NSW,12-Mar-2010,12,3,2010,Friday,17:45,17,45,Multiple vehicle,1,No,No,No,100
1201003120077,NSW,12-Mar-2010,12,3,2010,Friday,17:05,17,05,Multiple vehicle,1,No,No,No,100
1201003120078,NSW,12-Mar-2010,12,3,2010,Friday,22:04,22,04,Multiple vehicle,1,No,No,No,60
2201003120049,VIC,12-Mar-2010,12,3,2010,Friday,10:33,10,33,Single vehicle ,1,No,No,Yes,100
2201003120050,VIC,12-Mar-2010,12,3,2010,Friday,18:10,18,10,Single vehicle ,1,No,No,No,100
7201003120007,NT,12-Mar-2010,12,3,2010,Friday,23:50,23,50,Single vehicle ,1,No,No,No,80
1201003130079,NSW,13-Mar-2010,13,3,2010,Saturday,19:40,19,40,Multiple vehicle,1,No,No,No,90
2201003130051,VIC,13-Mar-2010,13,3,2010,Saturday,09:40,09,40,Multiple vehicle,1,No,Yes,No,60
2201003130052,VIC,13-Mar-2010,13,3,2010,Saturday,21:10,21,10,Pedestrian,1,No,No,No,50
3201003130039,QLD,13-Mar-2010,13,3,2010,Saturday,09:00,09,00,Single vehicle ,1,No,No,No,50
3201003130040,QLD,13-Mar-2010,13,3,2010,Saturday,01:00,01,00,Single vehicle ,1,No,No,No,100
