Crash ID,State,Date,Day,Month,Year,Dayweek,Time,Hour,Min,Crash Type,Number of Fatalities,"Bus Involvement","Rigid Truck Involvement","Articulated Truck Involvement ",Speed Limit
2201104300092,VIC,30-Apr-2011,30,4,2011,Saturday,07:05,07,05,Single vehicle ,1,No,No,No,100
2201104300093,VIC,30-Apr-2011,30,4,2011,Saturday,17:05,17,05,Multiple vehicle,1,No,Yes,No,70
2201104300094,VIC,30-Apr-2011,30,4,2011,Saturday,20:03,20,03,Single vehicle ,1,No,No,No,100
3201104300068,QLD,30-Apr-2011,30,4,2011,Saturday,00:00,00,00,Pedestrian,1,No,No,No,80
4201104300038,SA,30-Apr-2011,30,4,2011,Saturday,06:30,06,30,Pedestrian,1,No,No,Yes,80
5201104300054,WA,30-Apr-2011,30,4,2011,Saturday,19:45,19,45,Multiple vehicle,1,No,No,No,60
5201104300055,WA,30-Apr-2011,30,4,2011,Saturday,12:46,12,46,Multiple vehicle,2,No,Yes,No,110
5201104300056,WA,30-Apr-2011,30,4,2011,Saturday,08:20,08,20,Single vehicle ,1,No,No,No,60
1201105010105,NSW,01-May-2011,1,5,2011,Sunday,11:39,11,39,Single vehicle ,2,No,No,No,100
1201105010106,NSW,01-May-2011,1,5,2011,Sunday,11:49,11,49,Multiple vehicle,1,No,No,No,110
1201105010107,NSW,01-May-2011,1,5,2011,Sunday,15:15,15,15,Single vehicle ,1,No,No,No,110
3201105010069,QLD,01-May-2011,1,5,2011,Sunday,16:00,16,00,Pedestrian,1,No,No,No,60
2201105020095,VIC,02-May-2011,2,5,2011,Monday,00:00,00,00,Single vehicle ,1,No,No,No,100
3201105020070,QLD,02-May-2011,2,5,2011,Monday,09:00,09,00,Multiple vehicle,1,No,No,No,100
4201105020039,SA,02-May-2011,2,5,2011,Monday,21:15,21,15,Single vehicle ,1,No,No,No,100
1201105030108,NSW,03-May-2011,3,5,2011,Tuesday,10:30,10,30,Multiple vehicle,1,No,No,No,100
5201105030057,WA,03-May-2011,3,5,2011,Tuesday,22:15,22,15,Single vehicle ,1,No,No,No,100
1201105040109,NSW,04-May-2011,4,5,2011,Wednesday,22:00,22,00,Single vehicle ,1,No,No,No,100
2201105040096,VIC,04-May-2011,4,5,2011,Wednesday,21:30,21,30,Single vehicle ,1,No,No,No,100
1201105050110,NSW,05-May-2011,5,5,2011,Thursday,18:30,18,30,Single vehicle ,1,No,No,No,100
2201105050097,VIC,05-May-2011,5,5,2011,Thursday,18:35,18,35,Multiple vehicle,1,No,No,No,100
4201105070040,SA,07-May-2011,7,5,2011,Saturday,00:36,00,36,Single vehicle ,1,No,No,No,110
4201105070041,SA,07-May-2011,7,5,2011,Saturday,14:50,14,50,Single vehicle ,1,No,No,No,100
4201105070042,SA,07-May-2011,7,5,2011,Saturday,18:35,18,35,Multiple vehicle,1,No,No,No,100
5201105070058,WA,07-May-2011,7,5,2011,Saturday,14:18,14,18,Single vehicle ,1,No,No,No,100
7201105070006,NT,07-May-2011,7,5,2011,Saturday,15:05,15,05,Multiple vehicle,1,No,No,Yes,130
1201105080111,NSW,08-May-2011,8,5,2011,Sunday,10:00,10,00,Single vehicle ,1,No,No,No,50
2201105080098,VIC,08-May-2011,8,5,2011,Sunday,02:09,02,09,Single vehicle ,1,No,No,No,60
1201105090112,NSW,09-May-2011,9,5,2011,Monday,15:28,15,28,Multiple vehicle,1,No,No,No,80
1201105090113,NSW,09-May-2011,9,5,2011,Monday,17:39,17,39,Multiple vehicle,2,No,No,Yes,100
2201105090099,VIC,09-May-2011,9,5,2011,Monday,11:05,11,05,Multiple vehicle,1,No,No,No,80
2201105100100,VIC,10-May-2011,10,5,2011,Tuesday,05:55,05,55,Single vehicle ,1,No,No,No,100
2201105100101,VIC,10-May-2011,10,5,2011,Tuesday,20:29,20,29,Multiple vehicle,1,No,No,Yes,60
4201105110043,SA,11-May-2011,11,5,2011,Wednesday,13:05,13,05,Multiple vehicle,1,No,No,Yes,70
5201105110059,WA,11-May-2011,11,5,2011,Wednesday,09:42,09,42,Pedestrian,1,No,No,No,-9
7201105110007,NT,11-May-2011,11,5,2011,Wednesday,02:30,02,30,Single vehicle ,1,No,No,No,110
1201105120114,NSW,12-May-2011,12,5,2011,Thursday,00:01,00,01,Single vehicle ,1,No,No,No,100
2201105120102,VIC,12-May-2011,12,5,2011,Thursday,08:15,08,15,Multiple vehicle,1,No,No,No,100
2201105120103,VIC,12-May-2011,12,5,2011,Thursday,19:55,19,55,Pedestrian,1,No,No,No,100
3201105120071,QLD,12-May-2011,12,5,2011,Thursday,05:00,05,00,Multiple vehicle,1,No,No,No,80
3201105120072,QLD,12-May-2011,12,5,2011,Thursday,15:00,15,00,Pedestrian,1,No,No,No,60
6201105120010,TAS,12-May-2011,12,5,2011,Thursday,18:40,18,40,Multiple vehicle,1,No,No,No,100
3201105130073,QLD,13-May-2011,13,5,2011,Friday,16:00,16,00,Multiple vehicle,1,No,No,No,60
3201105130074,QLD,13-May-2011,13,5,2011,Friday,11:00,11,00,Single vehicle ,1,No,No,Yes,100
3201105130075,QLD,13-May-2011,13,5,2011,Friday,23:00,23,00,Single vehicle ,2,No,No,No,60
1201105140115,NSW,14-May-2011,14,5,2011,Saturday,09:05,09,05,Single vehicle ,1,No,No,No,60
2201105140104,VIC,14-May-2011,14,5,2011,Saturday,11:00,11,00,Pedestrian,1,No,No,No,100
3201105140076,QLD,14-May-2011,14,5,2011,Saturday,13:00,13,00,Multiple vehicle,1,No,No,No,80
4201105140044,SA,14-May-2011,14,5,2011,Saturday,10:15,10,15,Multiple vehicle,1,No,No,No,60
4201105140045,SA,14-May-2011,14,5,2011,Saturday,10:05,10,05,Single vehicle ,1,No,No,No,50
4201105140046,SA,14-May-2011,14,5,2011,Saturday,14:11,14,11,Single vehicle ,1,No,No,No,100
1201105150116,NSW,15-May-2011,15,5,2011,Sunday,15:48,15,48,Multiple vehicle,1,No,No,No,50
1201105150117,NSW,15-May-2011,15,5,2011,Sunday,14:50,14,50,Multiple vehicle,1,No,No,No,100
2201105150105,VIC,15-May-2011,15,5,2011,Sunday,18:05,18,05,Single vehicle ,1,No,No,No,100
3201105160077,QLD,16-May-2011,16,5,2011,Monday,17:00,17,00,Pedestrian,1,Yes,No,No,60
2201105170106,VIC,17-May-2011,17,5,2011,Tuesday,08:51,08,51,Multiple vehicle,1,No,No,No,110
2201105170107,VIC,17-May-2011,17,5,2011,Tuesday,17:55,17,55,Multiple vehicle,1,No,No,No,100
3201105170078,QLD,17-May-2011,17,5,2011,Tuesday,05:00,05,00,Multiple vehicle,1,No,No,Yes,100
5201105170060,WA,17-May-2011,17,5,2011,Tuesday,21:45,21,45,Single vehicle ,1,No,No,No,110
1201105180118,NSW,18-May-2011,18,5,2011,Wednesday,06:17,06,17,Pedestrian,1,No,No,No,60
2201105180108,VIC,18-May-2011,18,5,2011,Wednesday,08:45,08,45,Multiple vehicle,1,No,No,No,80
2201105180109,VIC,18-May-2011,18,5,2011,Wednesday,15:40,15,40,Multiple vehicle,1,No,Yes,No,100
5201105180061,WA,18-May-2011,18,5,2011,Wednesday,17:57,17,57,Multiple vehicle,1,No,No,No,70
2201105190110,VIC,19-May-2011,19,5,2011,Thursday,04:05,04,05,Single vehicle ,1,No,No,No,50
3201105190079,QLD,19-May-2011,19,5,2011,Thursday,23:00,23,00,Multiple vehicle,1,No,No,Yes,90
2201105200111,VIC,20-May-2011,20,5,2011,Friday,13:15,13,15,Multiple vehicle,1,No,No,No,100
2201105200112,VIC,20-May-2011,20,5,2011,Friday,20:00,20,00,Single vehicle ,1,No,No,No,100
3201105200080,QLD,20-May-2011,20,5,2011,Friday,21:00,21,00,Multiple vehicle,1,No,No,No,80
4201105200047,SA,20-May-2011,20,5,2011,Friday,14:35,14,35,Multiple vehicle,1,No,Yes,No,50
2201105210113,VIC,21-May-2011,21,5,2011,Saturday,10:28,10,28,Single vehicle ,1,No,No,No,100
2201105210114,VIC,21-May-2011,21,5,2011,Saturday,15:09,15,09,Single vehicle ,1,No,No,No,80
3201105210081,QLD,21-May-2011,21,5,2011,Saturday,23:00,23,00,Multiple vehicle,1,No,No,No,50
5201105210062,WA,21-May-2011,21,5,2011,Saturday,12:25,12,25,Pedestrian,1,No,No,No,70
1201105220119,NSW,22-May-2011,22,5,2011,Sunday,17:45,17,45,Single vehicle ,1,No,No,No,90
2201105220115,VIC,22-May-2011,22,5,2011,Sunday,00:20,00,20,Single vehicle ,1,No,No,No,60
2201105220116,VIC,22-May-2011,22,5,2011,Sunday,16:29,16,29,Single vehicle ,1,No,No,No,100
3201105220082,QLD,22-May-2011,22,5,2011,Sunday,01:00,01,00,Single vehicle ,2,No,No,No,100
5201105220063,WA,22-May-2011,22,5,2011,Sunday,09:20,09,20,Single vehicle ,1,No,No,No,110
2201105230117,VIC,23-May-2011,23,5,2011,Monday,04:30,04,30,Single vehicle ,1,No,No,No,80
1201105240120,NSW,24-May-2011,24,5,2011,Tuesday,09:55,09,55,Multiple vehicle,1,No,No,No,50
2201105240118,VIC,24-May-2011,24,5,2011,Tuesday,17:45,17,45,Pedestrian,1,No,No,No,50
2201105240119,VIC,24-May-2011,24,5,2011,Tuesday,18:16,18,16,Multiple vehicle,1,No,No,No,70
5201105240064,WA,24-May-2011,24,5,2011,Tuesday,07:58,07,58,Multiple vehicle,2,No,No,Yes,90
1201105250121,NSW,25-May-2011,25,5,2011,Wednesday,19:30,19,30,Pedestrian,1,No,No,Yes,80
4201105250048,SA,25-May-2011,25,5,2011,Wednesday,17:45,17,45,Single vehicle ,1,No,No,No,100
5201105250065,WA,25-May-2011,25,5,2011,Wednesday,19:00,19,00,Single vehicle ,1,No,No,No,110
2201105260120,VIC,26-May-2011,26,5,2011,Thursday,23:26,23,26,Single vehicle ,1,No,No,No,50
3201105260083,QLD,26-May-2011,26,5,2011,Thursday,17:00,17,00,Pedestrian,1,No,No,No,90
1201105270122,NSW,27-May-2011,27,5,2011,Friday,19:30,19,30,Multiple vehicle,1,No,No,Yes,100
1201105270123,NSW,27-May-2011,27,5,2011,Friday,15:00,15,00,Single vehicle ,1,No,No,No,110
3201105270084,QLD,27-May-2011,27,5,2011,Friday,22:00,22,00,Single vehicle ,1,No,No,No,100
4201105270049,SA,27-May-2011,27,5,2011,Friday,06:50,06,50,Single vehicle ,1,No,No,No,90
5201105270066,WA,27-May-2011,27,5,2011,Friday,23:28,23,28,Multiple vehicle,1,No,No,No,50
5201105270067,WA,27-May-2011,27,5,2011,Friday,07:53,07,53,Multiple vehicle,1,No,No,No,80
3201105280085,QLD,28-May-2011,28,5,2011,Saturday,00:00,00,00,Single vehicle ,2,No,No,No,80
3201105280086,QLD,28-May-2011,28,5,2011,Saturday,06:00,06,00,Pedestrian,1,No,No,No,60
3201105280087,QLD,28-May-2011,28,5,2011,Saturday,02:00,02,00,Multiple vehicle,3,No,No,Yes,100
3201105280088,QLD,28-May-2011,28,5,2011,Saturday,10:00,10,00,Single vehicle ,1,No,No,No,100
6201105280011,TAS,28-May-2011,28,5,2011,Saturday,18:30,18,30,Multiple vehicle,1,No,No,No,110
1201105290124,NSW,29-May-2011,29,5,2011,Sunday,04:20,04,20,Single vehicle ,1,No,No,No,70
1201105300125,NSW,30-May-2011,30,5,2011,Monday,16:30,16,30,Multiple vehicle,1,No,No,No,110
1201105300126,NSW,30-May-2011,30,5,2011,Monday,11:10,11,10,Multiple vehicle,1,No,No,No,80
1201105300127,NSW,30-May-2011,30,5,2011,Monday,17:00,17,00,Pedestrian,1,No,No,No,50
2201105300121,VIC,30-May-2011,30,5,2011,Monday,05:50,05,50,Multiple vehicle,1,No,No,No,80
2201105300122,VIC,30-May-2011,30,5,2011,Monday,15:00,15,00,Single vehicle ,1,No,No,No,100
5201105300068,WA,30-May-2011,30,5,2011,Monday,14:45,14,45,Single vehicle ,1,No,No,No,110
2201105310123,VIC,31-May-2011,31,5,2011,Tuesday,09:38,09,38,Single vehicle ,1,No,No,No,100
2201105310124,VIC,31-May-2011,31,5,2011,Tuesday,12:50,12,50,Multiple vehicle,1,No,No,Yes,100
3201105310089,QLD,31-May-2011,31,5,2011,Tuesday,07:00,07,00,Multiple vehicle,1,No,Yes,No,100
2201106010125,VIC,01-Jun-2011,1,6,2011,Wednesday,07:00,07,00,Single vehicle ,1,No,No,No,110
3201106010090,QLD,01-Jun-2011,1,6,2011,Wednesday,05:00,05,00,Single vehicle ,1,No,No,No,100
4201106020050,SA,02-Jun-2011,2,6,2011,Thursday,17:35,17,35,Pedestrian,1,No,No,No,60
1201106030128,NSW,03-Jun-2011,3,6,2011,Friday,06:25,06,25,Pedestrian,1,No,No,No,50
4201106030051,SA,03-Jun-2011,3,6,2011,Friday,20:20,20,20,Single vehicle ,1,No,No,No,60
1201106040129,NSW,04-Jun-2011,4,6,2011,Saturday,16:10,16,10,Single vehicle ,1,No,No,No,100
5201106040069,WA,04-Jun-2011,4,6,2011,Saturday,13:25,13,25,Multiple vehicle,1,No,No,No,-9
6201106040012,TAS,04-Jun-2011,4,6,2011,Saturday,11:35,11,35,Single vehicle ,1,No,No,No,100
3201106050091,QLD,05-Jun-2011,5,6,2011,Sunday,13:00,13,00,Multiple vehicle,1,No,No,Yes,100
2201106060126,VIC,06-Jun-2011,6,6,2011,Monday,06:00,06,00,Single vehicle ,1,No,No,No,70
5201106060070,WA,06-Jun-2011,6,6,2011,Monday,17:30,17,30,Pedestrian,1,No,No,Yes,110
6201106060013,TAS,06-Jun-2011,6,6,2011,Monday,21:12,21,12,Multiple vehicle,1,No,No,No,100
7201106060008,NT,06-Jun-2011,6,6,2011,Monday,06:06,06,06,Single vehicle ,1,No,No,No,60
1201106070130,NSW,07-Jun-2011,7,6,2011,Tuesday,18:00,18,00,Single vehicle ,1,No,No,No,80
5201106070071,WA,07-Jun-2011,7,6,2011,Tuesday,14:35,14,35,Single vehicle ,1,No,No,No,110
5201106070072,WA,07-Jun-2011,7,6,2011,Tuesday,16:20,16,20,Multiple vehicle,1,No,No,No,110
1201106080131,NSW,08-Jun-2011,8,6,2011,Wednesday,13:30,13,30,Single vehicle ,1,No,No,No,100
1201106090132,NSW,09-Jun-2011,9,6,2011,Thursday,00:12,00,12,Single vehicle ,1,No,No,No,100
1201106090133,NSW,09-Jun-2011,9,6,2011,Thursday,15:30,15,30,Multiple vehicle,1,No,No,No,70
2201106090127,VIC,09-Jun-2011,9,6,2011,Thursday,06:20,06,20,Multiple vehicle,2,No,No,No,100
2201106090128,VIC,09-Jun-2011,9,6,2011,Thursday,12:57,12,57,Pedestrian,1,No,No,No,50
1201106100134,NSW,10-Jun-2011,10,6,2011,Friday,22:30,22,30,Multiple vehicle,1,No,No,No,100
1201106100135,NSW,10-Jun-2011,10,6,2011,Friday,17:30,17,30,Single vehicle ,1,No,No,No,80
2201106100129,VIC,10-Jun-2011,10,6,2011,Friday,18:53,18,53,Pedestrian,1,No,No,No,60
2201106100130,VIC,10-Jun-2011,10,6,2011,Friday,22:35,22,35,Single vehicle ,3,No,No,No,100
3201106100092,QLD,10-Jun-2011,10,6,2011,Friday,12:00,12,00,Single vehicle ,1,No,No,No,100
3201106100093,QLD,10-Jun-2011,10,6,2011,Friday,19:00,19,00,Single vehicle ,1,No,No,No,100
5201106100073,WA,10-Jun-2011,10,6,2011,Friday,06:20,06,20,Multiple vehicle,1,No,No,No,90
5201106100074,WA,10-Jun-2011,10,6,2011,Friday,18:25,18,25,Single vehicle ,1,No,No,No,110
1201106110136,NSW,11-Jun-2011,11,6,2011,Saturday,17:06,17,06,Single vehicle ,1,No,No,No,80
6201106110014,TAS,11-Jun-2011,11,6,2011,Saturday,08:05,08,05,Multiple vehicle,1,No,No,Yes,110
2201106120131,VIC,12-Jun-2011,12,6,2011,Sunday,07:30,07,30,Single vehicle ,1,No,No,No,70
4201106120052,SA,12-Jun-2011,12,6,2011,Sunday,14:22,14,22,Multiple vehicle,1,No,No,No,100
5201106120075,WA,12-Jun-2011,12,6,2011,Sunday,07:31,07,31,Single vehicle ,1,No,No,No,110
5201106120076,WA,12-Jun-2011,12,6,2011,Sunday,14:30,14,30,Single vehicle ,1,No,No,No,-9
1201106130137,NSW,13-Jun-2011,13,6,2011,Monday,00:15,00,15,Pedestrian,1,No,No,No,50
3201106130094,QLD,13-Jun-2011,13,6,2011,Monday,16:00,16,00,Single vehicle ,1,No,No,No,100
5201106130077,WA,13-Jun-2011,13,6,2011,Monday,08:30,08,30,Pedestrian,1,No,No,No,50
1201106150138,NSW,15-Jun-2011,15,6,2011,Wednesday,07:00,07,00,Single vehicle ,1,No,No,No,80
1201106150139,NSW,15-Jun-2011,15,6,2011,Wednesday,07:45,07,45,Multiple vehicle,1,No,No,No,100
1201106150140,NSW,15-Jun-2011,15,6,2011,Wednesday,16:45,16,45,Single vehicle ,1,No,No,No,110
4201106150053,SA,15-Jun-2011,15,6,2011,Wednesday,15:00,15,00,Multiple vehicle,4,No,No,No,110
7201106150009,NT,15-Jun-2011,15,6,2011,Wednesday,21:35,21,35,Pedestrian,1,No,No,No,80
1201106160141,NSW,16-Jun-2011,16,6,2011,Thursday,09:15,09,15,Single vehicle ,1,No,No,No,60
2201106160132,VIC,16-Jun-2011,16,6,2011,Thursday,20:34,20,34,Pedestrian,1,No,No,No,100
5201106160078,WA,16-Jun-2011,16,6,2011,Thursday,12:20,12,20,Pedestrian,1,No,No,No,20
6201106160015,TAS,16-Jun-2011,16,6,2011,Thursday,16:30,16,30,Multiple vehicle,1,No,No,No,110
1201106170142,NSW,17-Jun-2011,17,6,2011,Friday,00:30,00,30,Single vehicle ,1,No,No,No,100
1201106170143,NSW,17-Jun-2011,17,6,2011,Friday,02:30,02,30,Multiple vehicle,1,No,No,Yes,110
1201106170144,NSW,17-Jun-2011,17,6,2011,Friday,17:50,17,50,Pedestrian,1,No,No,No,60
4201106170054,SA,17-Jun-2011,17,6,2011,Friday,18:00,18,00,Multiple vehicle,1,No,Yes,No,100
4201106170055,SA,17-Jun-2011,17,6,2011,Friday,21:55,21,55,Pedestrian,1,No,No,No,60
5201106170079,WA,17-Jun-2011,17,6,2011,Friday,22:30,22,30,Single vehicle ,1,No,No,No,70
2201106180133,VIC,18-Jun-2011,18,6,2011,Saturday,17:10,17,10,Single vehicle ,1,Yes,No,No,100
3201106180095,QLD,18-Jun-2011,18,6,2011,Saturday,10:00,10,00,Single vehicle ,1,No,No,No,10
3201106180096,QLD,18-Jun-2011,18,6,2011,Saturday,12:00,12,00,Multiple vehicle,1,No,Yes,No,60
6201106180016,TAS,18-Jun-2011,18,6,2011,Saturday,18:15,18,15,Pedestrian,1,No,No,No,70
1201106190145,NSW,19-Jun-2011,19,6,2011,Sunday,01:03,01,03,Multiple vehicle,1,No,No,No,50
1201106190146,NSW,19-Jun-2011,19,6,2011,Sunday,06:30,06,30,Pedestrian,1,No,No,No,100
2201106190134,VIC,19-Jun-2011,19,6,2011,Sunday,11:00,11,00,Pedestrian,1,No,No,No,50
5201106190080,WA,19-Jun-2011,19,6,2011,Sunday,19:00,19,00,Pedestrian,1,No,No,Yes,110
2201106200135,VIC,20-Jun-2011,20,6,2011,Monday,07:45,07,45,Multiple vehicle,1,No,No,No,80
3201106200097,QLD,20-Jun-2011,20,6,2011,Monday,13:00,13,00,Multiple vehicle,1,No,No,No,80
6201106200017,TAS,20-Jun-2011,20,6,2011,Monday,11:25,11,25,Multiple vehicle,1,No,No,No,100
2201106210136,VIC,21-Jun-2011,21,6,2011,Tuesday,11:25,11,25,Multiple vehicle,1,No,No,No,100
3201106210098,QLD,21-Jun-2011,21,6,2011,Tuesday,09:00,09,00,Pedestrian,1,Yes,No,No,40
1201106220147,NSW,22-Jun-2011,22,6,2011,Wednesday,19:00,19,00,Single vehicle ,2,No,No,No,100
1201106220148,NSW,22-Jun-2011,22,6,2011,Wednesday,07:20,07,20,Single vehicle ,1,No,No,No,50
2201106220137,VIC,22-Jun-2011,22,6,2011,Wednesday,06:15,06,15,Pedestrian,1,No,No,No,60
2201106220138,VIC,22-Jun-2011,22,6,2011,Wednesday,15:29,15,29,Multiple vehicle,1,No,No,No,70
5201106220081,WA,22-Jun-2011,22,6,2011,Wednesday,12:18,12,18,Multiple vehicle,1,No,No,No,90
5201106220082,WA,22-Jun-2011,22,6,2011,Wednesday,09:19,09,19,Pedestrian,1,No,Yes,Yes,110
1201106230149,NSW,23-Jun-2011,23,6,2011,Thursday,05:45,05,45,Single vehicle ,1,No,No,Yes,110
2201106230139,VIC,23-Jun-2011,23,6,2011,Thursday,08:45,08,45,Pedestrian,1,No,No,No,60
3201106230099,QLD,23-Jun-2011,23,6,2011,Thursday,00:00,00,00,Single vehicle ,2,No,No,Yes,50
7201106230010,NT,23-Jun-2011,23,6,2011,Thursday,17:45,17,45,Single vehicle ,1,No,No,No,130
3201106240100,QLD,24-Jun-2011,24,6,2011,Friday,08:00,08,00,Pedestrian,1,No,No,No,60
3201106250101,QLD,25-Jun-2011,25,6,2011,Saturday,06:00,06,00,Single vehicle ,1,No,No,No,100
1201106260150,NSW,26-Jun-2011,26,6,2011,Sunday,15:45,15,45,Single vehicle ,1,No,No,No,50
2201106260140,VIC,26-Jun-2011,26,6,2011,Sunday,15:55,15,55,Single vehicle ,1,No,No,No,100
4201106260056,SA,26-Jun-2011,26,6,2011,Sunday,18:32,18,32,Single vehicle ,1,No,No,No,30
5201106260083,WA,26-Jun-2011,26,6,2011,Sunday,06:00,06,00,Single vehicle ,1,No,No,No,110
5201106260084,WA,26-Jun-2011,26,6,2011,Sunday,02:30,02,30,Single vehicle ,1,No,No,No,80
7201106260011,NT,26-Jun-2011,26,6,2011,Sunday,14:06,14,06,Single vehicle ,1,No,No,No,100
1201106280151,NSW,28-Jun-2011,28,6,2011,Tuesday,07:15,07,15,Single vehicle ,1,No,No,No,100
2201106280141,VIC,28-Jun-2011,28,6,2011,Tuesday,17:45,17,45,Multiple vehicle,1,No,No,No,60
2201106280142,VIC,28-Jun-2011,28,6,2011,Tuesday,19:15,19,15,Multiple vehicle,1,No,No,Yes,100
3201106280102,QLD,28-Jun-2011,28,6,2011,Tuesday,01:00,01,00,Single vehicle ,1,No,No,No,70
1201106290152,NSW,29-Jun-2011,29,6,2011,Wednesday,15:50,15,50,Multiple vehicle,1,No,Yes,No,70
2201106290143,VIC,29-Jun-2011,29,6,2011,Wednesday,13:45,13,45,Multiple vehicle,2,No,No,Yes,100
1201106300153,NSW,30-Jun-2011,30,6,2011,Thursday,19:15,19,15,Pedestrian,1,No,No,Yes,100
2201106300144,VIC,30-Jun-2011,30,6,2011,Thursday,05:40,05,40,Multiple vehicle,1,No,No,No,80
3201106300103,QLD,30-Jun-2011,30,6,2011,Thursday,08:00,08,00,Single vehicle ,2,No,No,Yes,60
4201106300057,SA,30-Jun-2011,30,6,2011,Thursday,19:15,19,15,Multiple vehicle,1,No,No,No,110
5201106300085,WA,30-Jun-2011,30,6,2011,Thursday,14:02,14,02,Multiple vehicle,1,No,No,No,60
1201107010154,NSW,01-Jul-2011,1,7,2011,Friday,15:35,15,35,Single vehicle ,1,No,No,No,110
1201107030155,NSW,03-Jul-2011,3,7,2011,Sunday,11:15,11,15,Single vehicle ,1,No,No,No,50
3201107030104,QLD,03-Jul-2011,3,7,2011,Sunday,03:00,03,00,Pedestrian,1,No,No,No,60
3201107030105,QLD,03-Jul-2011,3,7,2011,Sunday,04:00,04,00,Single vehicle ,1,No,No,No,60
3201107030106,QLD,03-Jul-2011,3,7,2011,Sunday,12:00,12,00,Single vehicle ,2,No,No,No,100
3201107030107,QLD,03-Jul-2011,3,7,2011,Sunday,14:00,14,00,Multiple vehicle,1,Yes,No,No,60
1201107040156,NSW,04-Jul-2011,4,7,2011,Monday,09:25,09,25,Multiple vehicle,1,No,No,No,100
1201107040157,NSW,04-Jul-2011,4,7,2011,Monday,15:05,15,05,Pedestrian,1,No,No,No,60
2201107040145,VIC,04-Jul-2011,4,7,2011,Monday,10:50,10,50,Pedestrian,1,No,No,No,50
2201107040146,VIC,04-Jul-2011,4,7,2011,Monday,11:20,11,20,Multiple vehicle,1,No,No,No,100
7201107040012,NT,04-Jul-2011,4,7,2011,Monday,15:05,15,05,Multiple vehicle,1,No,No,No,130
2201107060147,VIC,06-Jul-2011,6,7,2011,Wednesday,16:45,16,45,Single vehicle ,1,No,No,No,100
3201107060108,QLD,06-Jul-2011,6,7,2011,Wednesday,18:00,18,00,Multiple vehicle,1,No,No,No,100
3201107060109,QLD,06-Jul-2011,6,7,2011,Wednesday,19:00,19,00,Single vehicle ,1,No,No,Yes,100
5201107060086,WA,06-Jul-2011,6,7,2011,Wednesday,19:45,19,45,Multiple vehicle,1,No,No,No,110
7201107060013,NT,06-Jul-2011,6,7,2011,Wednesday,05:07,05,07,Multiple vehicle,1,No,No,No,80
1201107070158,NSW,07-Jul-2011,7,7,2011,Thursday,18:15,18,15,Multiple vehicle,1,No,No,No,80
1201107070159,NSW,07-Jul-2011,7,7,2011,Thursday,07:40,07,40,Multiple vehicle,1,No,No,No,50
2201107070148,VIC,07-Jul-2011,7,7,2011,Thursday,16:18,16,18,Single vehicle ,1,No,No,No,100
5201107070087,WA,07-Jul-2011,7,7,2011,Thursday,13:50,13,50,Pedestrian,1,No,No,No,100
1201107080160,NSW,08-Jul-2011,8,7,2011,Friday,03:00,03,00,Single vehicle ,1,No,No,No,50
1201107080161,NSW,08-Jul-2011,8,7,2011,Friday,15:30,15,30,Multiple vehicle,1,No,No,Yes,100
2201107080149,VIC,08-Jul-2011,8,7,2011,Friday,13:25,13,25,Multiple vehicle,2,No,No,No,100
2201107080150,VIC,08-Jul-2011,8,7,2011,Friday,22:45,22,45,Single vehicle ,1,No,No,No,50
7201107080014,NT,08-Jul-2011,8,7,2011,Friday,11:20,11,20,Pedestrian,1,No,No,No,80
1201107090162,NSW,09-Jul-2011,9,7,2011,Saturday,14:10,14,10,Multiple vehicle,1,No,No,No,100
2201107090151,VIC,09-Jul-2011,9,7,2011,Saturday,07:00,07,00,Single vehicle ,1,No,No,No,100
2201107090152,VIC,09-Jul-2011,9,7,2011,Saturday,19:55,19,55,Pedestrian,1,Yes,No,No,100
3201107090110,QLD,09-Jul-2011,9,7,2011,Saturday,21:00,21,00,Single vehicle ,1,No,No,No,100
1201107100163,NSW,10-Jul-2011,10,7,2011,Sunday,12:00,12,00,Multiple vehicle,2,No,No,No,100
2201107100153,VIC,10-Jul-2011,10,7,2011,Sunday,09:55,09,55,Multiple vehicle,1,No,No,No,80
3201107100111,QLD,10-Jul-2011,10,7,2011,Sunday,10:00,10,00,Pedestrian,1,No,No,No,50
1201107110164,NSW,11-Jul-2011,11,7,2011,Monday,23:30,23,30,Single vehicle ,1,No,No,No,70
1201107110165,NSW,11-Jul-2011,11,7,2011,Monday,13:25,13,25,Multiple vehicle,1,No,No,No,60
2201107110154,VIC,11-Jul-2011,11,7,2011,Monday,08:40,08,40,Multiple vehicle,1,No,No,No,70
3201107120112,QLD,12-Jul-2011,12,7,2011,Tuesday,08:00,08,00,Multiple vehicle,1,No,Yes,No,100
3201107120113,QLD,12-Jul-2011,12,7,2011,Tuesday,12:00,12,00,Multiple vehicle,2,No,No,No,50
4201107120058,SA,12-Jul-2011,12,7,2011,Tuesday,20:55,20,55,Single vehicle ,1,No,No,No,50
5201107120088,WA,12-Jul-2011,12,7,2011,Tuesday,05:00,05,00,Single vehicle ,1,No,No,No,110
3201107130114,QLD,13-Jul-2011,13,7,2011,Wednesday,14:00,14,00,Single vehicle ,1,No,No,No,100
1201107140166,NSW,14-Jul-2011,14,7,2011,Thursday,08:50,08,50,Multiple vehicle,1,No,No,Yes,80
2201107140155,VIC,14-Jul-2011,14,7,2011,Thursday,23:30,23,30,Single vehicle ,1,No,No,No,80
